Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2021/01/27,OZON,OZON,S,CBOE,224
2021/01/27,PAA,PAA,S,CBOE,1627
2021/01/27,PAAS,PAAS,S,CBOE,808
2021/01/27,PACB,PACB,S,CBOE,477
2021/01/27,PACW,PACW,S,CBOE,10
2021/01/27,PAGP,PAGP,S,CBOE,6
2021/01/27,PAGS,PAGS,S,CBOE,220
2021/01/27,PANW,PANW,S,CBOE,595
2021/01/27,PARR,PARR,S,CBOE,1
2021/01/27,PASG,PASG,S,CBOE,25
2021/01/27,PAVE,PAVE,S,CBOE,191
2021/01/27,PAYA,PAYA,S,CBOE,16
2021/01/27,PAYC,PAYC,S,CBOE,611
2021/01/27,PAYS,PAYS,S,CBOE,19
2021/01/27,PAYX,PAYX,S,CBOE,190
2021/01/27,PBA,PBA,S,CBOE,29
2021/01/27,PBCT,PBCT,S,CBOE,177
2021/01/27,PBF,PBF,S,CBOE,1591
2021/01/27,PBFX,PBFX,S,CBOE,10
2021/01/27,PBI,PBI,S,CBOE,4339
2021/01/27,PBPB,PBPB,S,CBOE,102
2021/01/27,PBR,PBR,S,CBOE,11246
2021/01/27,PBT,PBT,S,CBOE,20
2021/01/27,PBW,PBW,S,CBOE,118
2021/01/27,PBYI,PBYI,S,CBOE,47
2021/01/27,PCAR,PCAR,S,CBOE,117
2021/01/27,PCG,PCG,S,CBOE,2856
2021/01/27,PCPL,PCPL,S,CBOE,949
2021/01/27,PCTY,PCTY,S,CBOE,23
2021/01/27,PCYG,PCYG,S,CBOE,4
2021/01/27,PD,PD,S,CBOE,69
2021/01/27,PDBC,PDBC,S,CBOE,50
2021/01/27,PDCE,PDCE,S,CBOE,7
2021/01/27,PDCO,PDCO,S,CBOE,20
2021/01/27,PDD,PDD,S,CBOE,5191
2021/01/27,PEB,PEB,S,CBOE,1
2021/01/27,PEGA,PEGA,S,CBOE,5
2021/01/27,PEI,PEI,S,CBOE,298
2021/01/27,PEIX,PEIX,S,CBOE,519
2021/01/27,PEN,PEN,S,CBOE,129
2021/01/27,PENN,PENN,S,CBOE,2137
2021/01/27,PEP,PEP,S,CBOE,1214
2021/01/27,PERI,PERI,S,CBOE,379
2021/01/27,PETQ,PETQ,S,CBOE,25
2021/01/27,PETS,PETS,S,CBOE,2020
2021/01/27,PEY,PEY,S,CBOE,7
2021/01/27,PFE,PFE,S,CBOE,23786
2021/01/27,PFE1,PFE,S,CBOE,235
2021/01/27,PFF,PFF,S,CBOE,70
2021/01/27,PFG,PFG,S,CBOE,55
2021/01/27,PFGC,PFGC,S,CBOE,12
2021/01/27,PFMT,PFMT,S,CBOE,259
2021/01/27,PFPT,PFPT,S,CBOE,36
2021/01/27,PFS,PFS,S,CBOE,2
2021/01/27,PFSI,PFSI,S,CBOE,57
2021/01/27,PG,PG,S,CBOE,3665
2021/01/27,PGEN,PGEN,S,CBOE,247
2021/01/27,PGNY,PGNY,S,CBOE,88
2021/01/27,PGR,PGR,S,CBOE,271
2021/01/27,PGRE,PGRE,S,CBOE,1
2021/01/27,PGX,PGX,S,CBOE,19
2021/01/27,PH,PH,S,CBOE,316
2021/01/27,PHG,PHG,S,CBOE,20
2021/01/27,PHM,PHM,S,CBOE,594
2021/01/27,PHO,PHO,S,CBOE,3
2021/01/27,PHR,PHR,S,CBOE,25
2021/01/27,PHX,PHX,S,CBOE,36
2021/01/27,PI,PI,S,CBOE,12
2021/01/27,PICK,PICK,S,CBOE,22
2021/01/27,PID,PID,S,CBOE,4
2021/01/27,PII,PII,S,CBOE,50
2021/01/27,PIN,PIN,S,CBOE,11
2021/01/27,PING,PING,S,CBOE,100
2021/01/27,PINS,PINS,S,CBOE,14361
2021/01/27,PIPR,PIPR,S,CBOE,1
2021/01/27,PK,PK,S,CBOE,78
2021/01/27,PKG,PKG,S,CBOE,4
2021/01/27,PKI,PKI,S,CBOE,58
2021/01/27,PKX,PKX,S,CBOE,2
2021/01/27,PLAN,PLAN,S,CBOE,310
2021/01/27,PLAY,PLAY,S,CBOE,1115
2021/01/27,PLCE,PLCE,S,CBOE,179
2021/01/27,PLD,PLD,S,CBOE,806
2021/01/27,PLG,PLG,S,CBOE,196
2021/01/27,PLL,PLL,S,CBOE,425
2021/01/27,PLNT,PLNT,S,CBOE,1206
2021/01/27,PLTK,PLTK,S,CBOE,20
2021/01/27,2PLTR,PLTR,S,CBOE,10000
2021/01/27,PLTR,PLTR,S,CBOE,137537
2021/01/27,PLUG,PLUG,S,CBOE,18769
2021/01/27,PLX,PLX,S,CBOE,29
2021/01/27,PLYA,PLYA,S,CBOE,1
2021/01/27,PM,PM,S,CBOE,705
2021/01/27,PMT,PMT,S,CBOE,5
2021/01/27,PNC,PNC,S,CBOE,673
2021/01/27,PNNT,PNNT,S,CBOE,23
2021/01/27,PNQI,PNQI,S,CBOE,2
2021/01/27,PNW,PNW,S,CBOE,24
2021/01/27,PODD,PODD,S,CBOE,8
2021/01/27,POOL,POOL,S,CBOE,47
2021/01/27,POWI,POWI,S,CBOE,5
2021/01/27,POWW,POWW,S,CBOE,799
2021/01/27,PPBT,PPBT,S,CBOE,32
2021/01/27,PPC,PPC,S,CBOE,152
2021/01/27,PPD,PPD,S,CBOE,4
2021/01/27,PPG,PPG,S,CBOE,87
2021/01/27,PPH,PPH,S,CBOE,5
2021/01/27,PPL,PPL,S,CBOE,95
2021/01/27,PQG,PQG,S,CBOE,4
2021/01/27,PRA,PRA,S,CBOE,2
2021/01/27,PRCH,PRCH,S,CBOE,90
2021/01/27,PRFT,PRFT,S,CBOE,11
2021/01/27,PRGO,PRGO,S,CBOE,8
2021/01/27,PRGS,PRGS,S,CBOE,2
2021/01/27,PRIM,PRIM,S,CBOE,23
2021/01/27,PRK,PRK,S,CBOE,1
2021/01/27,PRLB,PRLB,S,CBOE,196
2021/01/27,PRMW,PRMW,S,CBOE,14
2021/01/27,PROG,PROG,S,CBOE,90
2021/01/27,PRPL,PRPL,S,CBOE,153
2021/01/27,PRSP,PRSP,S,CBOE,550
2021/01/27,PRTK,PRTK,S,CBOE,2
2021/01/27,PRTS,PRTS,S,CBOE,4510
2021/01/27,PRTY,PRTY,S,CBOE,920
2021/01/27,PRU,PRU,S,CBOE,159
2021/01/27,PS,PS,S,CBOE,2
2021/01/27,PSA,PSA,S,CBOE,13
2021/01/27,PSB,PSB,S,CBOE,1
2021/01/27,PSEC,PSEC,S,CBOE,451
2021/01/27,PSO,PSO,S,CBOE,72
2021/01/27,PSQ,PSQ,S,CBOE,356
2021/01/27,PSTG,PSTG,S,CBOE,614
2021/01/27,PSTH,PSTH,S,CBOE,5762
2021/01/27,PSTH1,PSTH,S,CBOE,1
2021/01/27,PSTI,PSTI,S,CBOE,42
2021/01/27,PSX,PSX,S,CBOE,275
2021/01/27,PSXP,PSXP,S,CBOE,307
2021/01/27,PTC,PTC,S,CBOE,109
2021/01/27,PTCT,PTCT,S,CBOE,1
2021/01/27,PTE,PTE,S,CBOE,370
2021/01/27,PTMN,PTMN,S,CBOE,25
2021/01/27,PTON,PTON,S,CBOE,4251
2021/01/27,PTR,PTR,S,CBOE,7
2021/01/27,PUMP,PUMP,S,CBOE,9
2021/01/27,PVAC,PVAC,S,CBOE,95
2021/01/27,PVG,PVG,S,CBOE,321
2021/01/27,PVH,PVH,S,CBOE,537
2021/01/27,PWFL,PWFL,S,CBOE,8
2021/01/27,PWR,PWR,S,CBOE,123
2021/01/27,PXD,PXD,S,CBOE,95
2021/01/27,PXD1,PXD,S,CBOE,8
2021/01/27,PXJ,PXJ,S,CBOE,6
2021/01/27,PXLW,PXLW,S,CBOE,20
2021/01/27,PYPL,PYPL,S,CBOE,12846
2021/01/27,PZZA,PZZA,S,CBOE,73
2021/01/27,QCLN,QCLN,S,CBOE,252
2021/01/27,2QCOM,QCOM,S,CBOE,59
2021/01/27,QCOM,QCOM,S,CBOE,7361
2021/01/27,QD,QD,S,CBOE,757
2021/01/27,QDEL,QDEL,S,CBOE,209
2021/01/27,QELL,QELL,S,CBOE,1660
2021/01/27,QGEN,QGEN,S,CBOE,16
2021/01/27,QID,QID,S,CBOE,372
2021/01/27,QID1,QID,S,CBOE,366
2021/01/27,QIWI,QIWI,S,CBOE,221
2021/01/27,QLD,QLD,S,CBOE,144
2021/01/27,QLYS,QLYS,S,CBOE,117
2021/01/27,2QQQ,QQQ,S,CBOE,168
2021/01/27,QQQ,QQQ,S,CBOE,124305
2021/01/27,QQQE,QQQE,S,CBOE,21
2021/01/27,QRTEA,QRTEA,S,CBOE,365
2021/01/27,QRVO,QRVO,S,CBOE,320
2021/01/27,2QS,QS,S,CBOE,2000
2021/01/27,QS,QS,S,CBOE,6979
2021/01/27,QSR,QSR,S,CBOE,13
2021/01/27,QTEC,QTEC,S,CBOE,8
2021/01/27,QTNT,QTNT,S,CBOE,3
2021/01/27,QTT,QTT,S,CBOE,1807
2021/01/27,QUAD,QUAD,S,CBOE,38
2021/01/27,QUAL,QUAL,S,CBOE,9
2021/01/27,QUIK,QUIK,S,CBOE,55
2021/01/27,QUOT,QUOT,S,CBOE,94
2021/01/27,QURE,QURE,S,CBOE,14
2021/01/27,QYLD,QYLD,S,CBOE,45
2021/01/27,R,R,S,CBOE,5
2021/01/27,RACE,RACE,S,CBOE,29
2021/01/27,RAD,RAD,S,CBOE,4233
2021/01/27,RAIL,RAIL,S,CBOE,10
2021/01/27,RARE,RARE,S,CBOE,7
2021/01/27,RAVN,RAVN,S,CBOE,76
2021/01/27,RBA,RBA,S,CBOE,25
2021/01/27,RBAC,RBAC,S,CBOE,1066
2021/01/27,RBBN,RBBN,S,CBOE,46
2021/01/27,RBC,RBC,S,CBOE,6
2021/01/27,RCII,RCII,S,CBOE,13
2021/01/27,RCKT,RCKT,S,CBOE,2
2021/01/27,RCL,RCL,S,CBOE,2696
2021/01/27,RDFN,RDFN,S,CBOE,449
2021/01/27,RDHL,RDHL,S,CBOE,1323
2021/01/27,RDN,RDN,S,CBOE,5
2021/01/27,RDSA,RDSA,S,CBOE,89
2021/01/27,RDSB,RDSB,S,CBOE,150
2021/01/27,RDUS,RDUS,S,CBOE,23
2021/01/27,RDWR,RDWR,S,CBOE,60
2021/01/27,RE,RE,S,CBOE,1
2021/01/27,REAL,REAL,S,CBOE,311
2021/01/27,REED,REED,S,CBOE,34
2021/01/27,REFR,REFR,S,CBOE,65
2021/01/27,REG,REG,S,CBOE,25
2021/01/27,REGI,REGI,S,CBOE,99
2021/01/27,REGN,REGN,S,CBOE,332
2021/01/27,REI,REI,S,CBOE,39
2021/01/27,REK,REK,S,CBOE,1
2021/01/27,REM,REM,S,CBOE,945
2021/01/27,REMX,REMX,S,CBOE,20
2021/01/27,RENN,RENN,S,CBOE,31
2021/01/27,REPH,REPH,S,CBOE,1823
2021/01/27,REPL,REPL,S,CBOE,1
2021/01/27,RES,RES,S,CBOE,5
2021/01/27,RESN,RESN,S,CBOE,129
2021/01/27,RETA,RETA,S,CBOE,7
2021/01/27,RETL,RETL,S,CBOE,97
2021/01/27,REV,REV,S,CBOE,870
2021/01/27,REW,REW,S,CBOE,1
2021/01/27,REXR,REXR,S,CBOE,1
2021/01/27,REYN,REYN,S,CBOE,28
2021/01/27,REZI,REZI,S,CBOE,3
2021/01/27,RF,RF,S,CBOE,50
2021/01/27,RFP,RFP,S,CBOE,16
2021/01/27,RGA,RGA,S,CBOE,6
2021/01/27,RGEN,RGEN,S,CBOE,102
2021/01/27,RGLD,RGLD,S,CBOE,56
2021/01/27,RGLS,RGLS,S,CBOE,328
2021/01/27,RGP,RGP,S,CBOE,10
2021/01/27,RGR,RGR,S,CBOE,301
2021/01/27,RGS,RGS,S,CBOE,539
2021/01/27,RH,RH,S,CBOE,605
2021/01/27,RHI,RHI,S,CBOE,4
2021/01/27,RHP,RHP,S,CBOE,7
2021/01/27,RIDE,RIDE,S,CBOE,2922
2021/01/27,RIG,RIG,S,CBOE,20185
2021/01/27,RIGL,RIGL,S,CBOE,109
2021/01/27,RILY,RILY,S,CBOE,3
2021/01/27,RING,RING,S,CBOE,54
2021/01/27,RIO,RIO,S,CBOE,158
2021/01/27,RIOT,RIOT,S,CBOE,10583
2021/01/27,RJA,RJA,S,CBOE,64
2021/01/27,RJF,RJF,S,CBOE,27
2021/01/27,RJI,RJI,S,CBOE,10
2021/01/27,RKT,RKT,S,CBOE,15656
2021/01/27,RL,RL,S,CBOE,399
2021/01/27,RLAY,RLAY,S,CBOE,19
2021/01/27,RLGT,RLGT,S,CBOE,15
2021/01/27,RLGY,RLGY,S,CBOE,13
2021/01/27,RLI,RLI,S,CBOE,6
2021/01/27,RLJ,RLJ,S,CBOE,16
2021/01/27,RLMD,RLMD,S,CBOE,99
2021/01/27,RMAX,RMAX,S,CBOE,3
2021/01/27,RMBS,RMBS,S,CBOE,124
2021/01/27,RMD,RMD,S,CBOE,15
2021/01/27,RMO,RMO,S,CBOE,1597
2021/01/27,RMTI,RMTI,S,CBOE,1
2021/01/27,RNG,RNG,S,CBOE,208
2021/01/27,RNLX,RNLX,S,CBOE,1
2021/01/27,RNWK,RNWK,S,CBOE,328
2021/01/27,ROBO,ROBO,S,CBOE,160
2021/01/27,ROG,ROG,S,CBOE,15
2021/01/27,ROK,ROK,S,CBOE,12
2021/01/27,2ROKU,ROKU,S,CBOE,5000
2021/01/27,ROKU,ROKU,S,CBOE,6282
2021/01/27,ROL,ROL,S,CBOE,43
2021/01/27,ROL1,ROL,S,CBOE,5
2021/01/27,ROM,ROM,S,CBOE,1
2021/01/27,ROOT,ROOT,S,CBOE,555
2021/01/27,ROST,ROST,S,CBOE,65
2021/01/27,RP,RP,S,CBOE,16
2021/01/27,RPAY,RPAY,S,CBOE,22
2021/01/27,RPD,RPD,S,CBOE,5
2021/01/27,RPM,RPM,S,CBOE,12
2021/01/27,RPT,RPT,S,CBOE,4
2021/01/27,RRC,RRC,S,CBOE,547
2021/01/27,RRD,RRD,S,CBOE,9
2021/01/27,RRGB,RRGB,S,CBOE,37
2021/01/27,RRR,RRR,S,CBOE,50
2021/01/27,RSG,RSG,S,CBOE,3
2021/01/27,RSI,RSI,S,CBOE,427
2021/01/27,RSP,RSP,S,CBOE,410
2021/01/27,RSX,RSX,S,CBOE,12
2021/01/27,RTH,RTH,S,CBOE,5
2021/01/27,RTLR,RTLR,S,CBOE,35
2021/01/27,RTX,RTX,S,CBOE,1891
2021/01/27,RUN,RUN,S,CBOE,1611
2021/01/27,RUT,RUT,I,CBOE,11393
2021/01/27,RUTW,RUT,I,CBOE,24717
2021/01/27,RUTH,RUTH,S,CBOE,51
2021/01/27,RVLV,RVLV,S,CBOE,35
2021/01/27,RVNC,RVNC,S,CBOE,7
2021/01/27,RVP,RVP,S,CBOE,235
2021/01/27,RWJ,RWJ,S,CBOE,16
2021/01/27,RWM,RWM,S,CBOE,67
2021/01/27,RWR,RWR,S,CBOE,1
2021/01/27,RWT,RWT,S,CBOE,63
2021/01/27,RXL,RXL,S,CBOE,1
2021/01/27,RXN,RXN,S,CBOE,17
2021/01/27,RXT,RXT,S,CBOE,571
2021/01/27,RY,RY,S,CBOE,97
2021/01/27,RYAAY,RYAAY,S,CBOE,2
2021/01/27,RYH,RYH,S,CBOE,5
2021/01/27,SA,SA,S,CBOE,108
2021/01/27,SABR,SABR,S,CBOE,2063
2021/01/27,SAFM,SAFM,S,CBOE,4
2021/01/27,SAGE,SAGE,S,CBOE,21
2021/01/27,SAH,SAH,S,CBOE,4
2021/01/27,SAIL,SAIL,S,CBOE,85
2021/01/27,SAM,SAM,S,CBOE,150
2021/01/27,SAN,SAN,S,CBOE,261
2021/01/27,SAND,SAND,S,CBOE,1196
2021/01/27,SANW,SANW,S,CBOE,10
2021/01/27,SAP,SAP,S,CBOE,1291
2021/01/27,SATS,SATS,S,CBOE,68
2021/01/27,SAVA,SAVA,S,CBOE,2512
2021/01/27,SAVE,SAVE,S,CBOE,553
2021/01/27,SB,SB,S,CBOE,3
2021/01/27,SBE,SBE,S,CBOE,696
2021/01/27,SBGI,SBGI,S,CBOE,108
2021/01/27,SBH,SBH,S,CBOE,23
2021/01/27,SBNY,SBNY,S,CBOE,13
2021/01/27,SBSW,SBSW,S,CBOE,1697
2021/01/27,2SBUX,SBUX,S,CBOE,200
2021/01/27,SBUX,SBUX,S,CBOE,26547
2021/01/27,SC,SC,S,CBOE,76
2021/01/27,SCCO,SCCO,S,CBOE,218
2021/01/27,SCHD,SCHD,S,CBOE,30
2021/01/27,SCHE,SCHE,S,CBOE,19
2021/01/27,SCHG,SCHG,S,CBOE,4
2021/01/27,SCHH,SCHH,S,CBOE,12
2021/01/27,SCHL,SCHL,S,CBOE,20
2021/01/27,SCHN,SCHN,S,CBOE,83
2021/01/27,SCHV,SCHV,S,CBOE,7
2021/01/27,SCHW,SCHW,S,CBOE,689
2021/01/27,SCHW1,SCHW,S,CBOE,12
2021/01/27,SCHX,SCHX,S,CBOE,1
2021/01/27,SCI,SCI,S,CBOE,13
2021/01/27,SCO,SCO,S,CBOE,124
2021/01/27,SCOR,SCOR,S,CBOE,581
2021/01/27,SCPL,SCPL,S,CBOE,51
2021/01/27,SCS,SCS,S,CBOE,1
2021/01/27,SCVL,SCVL,S,CBOE,26
2021/01/27,SCYX,SCYX,S,CBOE,60
2021/01/27,SD,SD,S,CBOE,58
2021/01/27,SDC,SDC,S,CBOE,4658
2021/01/27,SDGR,SDGR,S,CBOE,316
2021/01/27,SDIV,SDIV,S,CBOE,176
2021/01/27,SDOW,SDOW,S,CBOE,1790
2021/01/27,SDS,SDS,S,CBOE,2811
2021/01/27,SE,SE,S,CBOE,3018
2021/01/27,SEAC,SEAC,S,CBOE,11
2021/01/27,SEAS,SEAS,S,CBOE,108
2021/01/27,SEDG,SEDG,S,CBOE,374
2021/01/27,SEE,SEE,S,CBOE,85
2021/01/27,SELB,SELB,S,CBOE,212
2021/01/27,SENS,SENS,S,CBOE,10650
2021/01/27,SESN,SESN,S,CBOE,219
2021/01/27,SF,SF,S,CBOE,14
2021/01/27,SF1,SF,S,CBOE,1
2021/01/27,SFIX,SFIX,S,CBOE,2138
2021/01/27,SFL,SFL,S,CBOE,20
2021/01/27,SFM,SFM,S,CBOE,550
2021/01/27,SFNC,SFNC,S,CBOE,1
2021/01/27,SFT,SFT,S,CBOE,551
2021/01/27,SGEN,SGEN,S,CBOE,83
2021/01/27,SGMO,SGMO,S,CBOE,170
2021/01/27,SGMS,SGMS,S,CBOE,20
2021/01/27,SGOL,SGOL,S,CBOE,3
2021/01/27,SGRY,SGRY,S,CBOE,56
2021/01/27,SH,SH,S,CBOE,641
2021/01/27,SHAK,SHAK,S,CBOE,710
2021/01/27,SHLX,SHLX,S,CBOE,37
2021/01/27,SHOP,SHOP,S,CBOE,4669
2021/01/27,SHW,SHW,S,CBOE,222
2021/01/27,SHY,SHY,S,CBOE,3
2021/01/27,SHYF,SHYF,S,CBOE,1
2021/01/27,SI,SI,S,CBOE,373
2021/01/27,SIEN,SIEN,S,CBOE,20
2021/01/27,SIFY,SIFY,S,CBOE,203
2021/01/27,SIG,SIG,S,CBOE,303
2021/01/27,SII,SII,S,CBOE,1
2021/01/27,SIL,SIL,S,CBOE,409
2021/01/27,SILJ,SILJ,S,CBOE,1162
2021/01/27,SIMO,SIMO,S,CBOE,3
2021/01/27,SINA,SINA,S,CBOE,1
2021/01/27,SIOX,SIOX,S,CBOE,20
2021/01/27,SIRI,SIRI,S,CBOE,14132
2021/01/27,SITE,SITE,S,CBOE,11
2021/01/27,SIVB,SIVB,S,CBOE,36
2021/01/27,SIVR,SIVR,S,CBOE,52
2021/01/27,SIX,SIX,S,CBOE,1065
2021/01/27,SJB,SJB,S,CBOE,71
2021/01/27,SJM,SJM,S,CBOE,275
2021/01/27,SJR,SJR,S,CBOE,37
2021/01/27,SKF1,SKF,S,CBOE,10
2021/01/27,SKLZ,SKLZ,S,CBOE,812
2021/01/27,SKM,SKM,S,CBOE,10
2021/01/27,SKT,SKT,S,CBOE,2826
2021/01/27,SKX,SKX,S,CBOE,160
2021/01/27,SKYW,SKYW,S,CBOE,8
2021/01/27,SKYY,SKYY,S,CBOE,64
2021/01/27,SLB,SLB,S,CBOE,2720
2021/01/27,SLCA,SLCA,S,CBOE,111
2021/01/27,SLDB,SLDB,S,CBOE,1
2021/01/27,SLG,SLG,S,CBOE,9
2021/01/27,SLG1,SLG,S,CBOE,3
2021/01/27,SLG2,SLG,S,CBOE,16
2021/01/27,SLGN,SLGN,S,CBOE,5
2021/01/27,SLM,SLM,S,CBOE,2266
2021/01/27,SLNO,SLNO,S,CBOE,5
2021/01/27,SLP,SLP,S,CBOE,12
2021/01/27,SLQT,SLQT,S,CBOE,109
2021/01/27,SLRC,SLRC,S,CBOE,12
2021/01/27,SLS,SLS,S,CBOE,100
2021/01/27,SLV,SLV,S,CBOE,39025
2021/01/27,SLYV,SLYV,S,CBOE,2
2021/01/27,SM,SM,S,CBOE,10
2021/01/27,SMAR,SMAR,S,CBOE,7
2021/01/27,SMBK,SMBK,S,CBOE,100
2021/01/27,SMCI,SMCI,S,CBOE,91
2021/01/27,SMED,SMED,S,CBOE,9
2021/01/27,SMFG,SMFG,S,CBOE,6
2021/01/27,SMG,SMG,S,CBOE,28
2021/01/27,SMH,SMH,S,CBOE,2749
2021/01/27,SMOG,SMOG,S,CBOE,2
2021/01/27,SMP,SMP,S,CBOE,9
2021/01/27,SMPL,SMPL,S,CBOE,1
2021/01/27,SMRTQ,SMRTQ,S,CBOE,1
2021/01/27,SMSI,SMSI,S,CBOE,211
2021/01/27,SMTC,SMTC,S,CBOE,20
2021/01/27,SMTX,SMTX,S,CBOE,288
2021/01/27,SNA,SNA,S,CBOE,20
2021/01/27,SNAP,SNAP,S,CBOE,22848
2021/01/27,SNBR,SNBR,S,CBOE,1222
2021/01/27,SNCR,SNCR,S,CBOE,228
2021/01/27,SND,SND,S,CBOE,6
2021/01/27,SNDL,SNDL,S,CBOE,65743
2021/01/27,SNDX,SNDX,S,CBOE,2
2021/01/27,SNE,SNE,S,CBOE,1243
2021/01/27,SNOW,SNOW,S,CBOE,6687
2021/01/27,SNPR,SNPR,S,CBOE,3599
2021/01/27,SNPS,SNPS,S,CBOE,47
2021/01/27,SNR,SNR,S,CBOE,10
2021/01/27,SNSS,SNSS,S,CBOE,10
2021/01/27,SNV,SNV,S,CBOE,11
2021/01/27,SNX,SNX,S,CBOE,3
2021/01/27,SNY,SNY,S,CBOE,137
2021/01/27,SO,SO,S,CBOE,564
2021/01/27,SOCL,SOCL,S,CBOE,9
2021/01/27,SOGO,SOGO,S,CBOE,9
2021/01/27,SOHU,SOHU,S,CBOE,60
2021/01/27,SOI,SOI,S,CBOE,1
2021/01/27,SOL,SOL,S,CBOE,1292
2021/01/27,SOLO,SOLO,S,CBOE,3945
2021/01/27,SONO,SONO,S,CBOE,143
2021/01/27,SOS,SOS,S,CBOE,7184
2021/01/27,SOXL,SOXL,S,CBOE,769
2021/01/27,SOXS,SOXS,S,CBOE,501
2021/01/27,SOXX,SOXX,S,CBOE,203
2021/01/27,SOYB,SOYB,S,CBOE,55
2021/01/27,SP,SP,S,CBOE,34
2021/01/27,SPAK,SPAK,S,CBOE,908
2021/01/27,SPCE,SPCE,S,CBOE,39687
2021/01/27,SPCX,SPCX,S,CBOE,110
2021/01/27,SPDN,SPDN,S,CBOE,23
2021/01/27,SPDW,SPDW,S,CBOE,2
2021/01/27,SPEM,SPEM,S,CBOE,3
2021/01/27,SPESG,SPESG,I,CBOE,96
2021/01/27,SPG,SPG,S,CBOE,1146
2021/01/27,SPGI,SPGI,S,CBOE,95
2021/01/27,SPH,SPH,S,CBOE,1120
2021/01/27,SPHB,SPHB,S,CBOE,12
2021/01/27,SPHD,SPHD,S,CBOE,225
2021/01/27,SPI,SPI,S,CBOE,470
2021/01/27,SPKE,SPKE,S,CBOE,17
2021/01/27,SPLG,SPLG,S,CBOE,21
2021/01/27,SPLK,SPLK,S,CBOE,433
2021/01/27,SPNE,SPNE,S,CBOE,6
2021/01/27,SPOT,SPOT,S,CBOE,777
2021/01/27,SPPI,SPPI,S,CBOE,57
2021/01/27,SPR,SPR,S,CBOE,848
2021/01/27,SPSC,SPSC,S,CBOE,31
2021/01/27,SPSM,SPSM,S,CBOE,1
2021/01/27,SPTM,SPTM,S,CBOE,3
2021/01/27,SPWR,SPWR,S,CBOE,2273
2021/01/27,2SPX,SPX,I,CBOE,3920
2021/01/27,4SPX,SPX,I,CBOE,779
2021/01/27,SPX,SPX,I,CBOE,427389
2021/01/27,SPXW,SPX,I,CBOE,1138310
2021/01/27,SPXL,SPXL,S,CBOE,232
2021/01/27,SPXS,SPXS,S,CBOE,259
2021/01/27,SPXS1,SPXS,S,CBOE,619
2021/01/27,SPXU,SPXU,S,CBOE,1016
2021/01/27,SPXU1,SPXU,S,CBOE,769
2021/01/27,2SPY,SPY,S,CBOE,1426
2021/01/27,SPY,SPY,S,CBOE,903827
2021/01/27,SPYD,SPYD,S,CBOE,12
2021/01/27,SPYG,SPYG,S,CBOE,154
2021/01/27,SPYV,SPYV,S,CBOE,105
2021/01/27,2SQ,SQ,S,CBOE,15000
2021/01/27,SQ,SQ,S,CBOE,16544
2021/01/27,SQM,SQM,S,CBOE,115
2021/01/27,SQQQ,SQQQ,S,CBOE,15257
2021/01/27,SQQQ2,SQQQ,S,CBOE,101
2021/01/27,SRAC,SRAC,S,CBOE,906
2021/01/27,SRAX,SRAX,S,CBOE,20
2021/01/27,2SRE,SRE,S,CBOE,33
2021/01/27,SRE,SRE,S,CBOE,182
2021/01/27,SREV,SREV,S,CBOE,36
2021/01/27,SRG,SRG,S,CBOE,1223
2021/01/27,SRNE,SRNE,S,CBOE,19370
2021/01/27,SRPT,SRPT,S,CBOE,1361
2021/01/27,SRRK,SRRK,S,CBOE,1
2021/01/27,SRT,SRT,S,CBOE,3
2021/01/27,SRTY,SRTY,S,CBOE,66
2021/01/27,SRTY1,SRTY,S,CBOE,181
2021/01/27,SSD,SSD,S,CBOE,2
2021/01/27,SSL,SSL,S,CBOE,43
2021/01/27,SSNC,SSNC,S,CBOE,4
2021/01/27,SSO,SSO,S,CBOE,691
2021/01/27,SSRM,SSRM,S,CBOE,248
2021/01/27,SSSS,SSSS,S,CBOE,95
2021/01/27,SSTK,SSTK,S,CBOE,18
2021/01/27,SSYS,SSYS,S,CBOE,1452
2021/01/27,ST,ST,S,CBOE,9
2021/01/27,STAA,STAA,S,CBOE,16
2021/01/27,STAG,STAG,S,CBOE,26
2021/01/27,STAY,STAY,S,CBOE,29
2021/01/27,STC,STC,S,CBOE,1
2021/01/27,STCN,STCN,S,CBOE,196
2021/01/27,STE,STE,S,CBOE,40
2021/01/27,STIC,STIC,S,CBOE,779
2021/01/27,STKL,STKL,S,CBOE,28
2021/01/27,STL,STL,S,CBOE,3
2021/01/27,STLA,STLA,S,CBOE,256
2021/01/27,STLA1,STLA,S,CBOE,35
2021/01/27,STLD,STLD,S,CBOE,570
2021/01/27,STM,STM,S,CBOE,296
2021/01/27,STMP,STMP,S,CBOE,202
2021/01/27,STNE,STNE,S,CBOE,606
2021/01/27,STNG,STNG,S,CBOE,366
2021/01/27,STON,STON,S,CBOE,5
2021/01/27,STOR,STOR,S,CBOE,94
2021/01/27,STPK,STPK,S,CBOE,1254
2021/01/27,STRA,STRA,S,CBOE,2
2021/01/27,STRL,STRL,S,CBOE,74
2021/01/27,STT,STT,S,CBOE,36
2021/01/27,STWD,STWD,S,CBOE,62
2021/01/27,STX,STX,S,CBOE,2899
2021/01/27,STZ,STZ,S,CBOE,1198
2021/01/27,SU,SU,S,CBOE,437
2021/01/27,SUI,SUI,S,CBOE,2
2021/01/27,SUM,SUM,S,CBOE,31
