Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2021/01/11,TLT,TLT,S,CBOE,11124
2021/01/11,TLYS,TLYS,S,CBOE,2
2021/01/11,TM,TM,S,CBOE,37
2021/01/11,TME,TME,S,CBOE,348
2021/01/11,TMF,TMF,S,CBOE,110
2021/01/11,TMHC,TMHC,S,CBOE,100
2021/01/11,TMO,TMO,S,CBOE,1347
2021/01/11,TMQ,TMQ,S,CBOE,40
2021/01/11,TMUS,TMUS,S,CBOE,412
2021/01/11,TMV,TMV,S,CBOE,38
2021/01/11,TMX,TMX,S,CBOE,11
2021/01/11,TNA,TNA,S,CBOE,2819
2021/01/11,TNAV,TNAV,S,CBOE,48
2021/01/11,TNDM,TNDM,S,CBOE,88
2021/01/11,TNK,TNK,S,CBOE,54
2021/01/11,TNP,TNP,S,CBOE,1
2021/01/11,TOL,TOL,S,CBOE,316
2021/01/11,TOT,TOT,S,CBOE,92
2021/01/11,TOUR,TOUR,S,CBOE,4
2021/01/11,TPB,TPB,S,CBOE,60
2021/01/11,TPC,TPC,S,CBOE,2
2021/01/11,TPGY,TPGY,S,CBOE,302
2021/01/11,TPH,TPH,S,CBOE,1
2021/01/11,TPIC,TPIC,S,CBOE,2
2021/01/11,TPR,TPR,S,CBOE,86
2021/01/11,TPX,TPX,S,CBOE,62
2021/01/11,TQQQ,TQQQ,S,CBOE,8851
2021/01/11,TR,TR,S,CBOE,1
2021/01/11,TREE,TREE,S,CBOE,113
2021/01/11,TREX,TREX,S,CBOE,70
2021/01/11,TRGP,TRGP,S,CBOE,40
2021/01/11,TRHC,TRHC,S,CBOE,20
2021/01/11,TRIB,TRIB,S,CBOE,5
2021/01/11,TRIL,TRIL,S,CBOE,53
2021/01/11,TRIP,TRIP,S,CBOE,291
2021/01/11,TRMB,TRMB,S,CBOE,47
2021/01/11,TRN,TRN,S,CBOE,14
2021/01/11,TROW,TROW,S,CBOE,60
2021/01/11,TROX,TROX,S,CBOE,24
2021/01/11,TRP,TRP,S,CBOE,13
2021/01/11,TRQ,TRQ,S,CBOE,565
2021/01/11,TRQ1,TRQ,S,CBOE,123
2021/01/11,TRST,TRST,S,CBOE,4
2021/01/11,TRTN,TRTN,S,CBOE,21
2021/01/11,TRUE,TRUE,S,CBOE,4
2021/01/11,TRUP,TRUP,S,CBOE,37
2021/01/11,TRV,TRV,S,CBOE,67
2021/01/11,TRVG,TRVG,S,CBOE,97
2021/01/11,TRVN,TRVN,S,CBOE,76
2021/01/11,TRXC,TRXC,S,CBOE,8850
2021/01/11,TS,TS,S,CBOE,30
2021/01/11,TSCO,TSCO,S,CBOE,320
2021/01/11,TSEM,TSEM,S,CBOE,382
2021/01/11,TSLA,TSLA,S,CBOE,101678
2021/01/11,TSM,TSM,S,CBOE,16925
2021/01/11,TSN,TSN,S,CBOE,259
2021/01/11,TT,TT,S,CBOE,7
2021/01/11,TTAC,TTAC,S,CBOE,2
2021/01/11,TTCF,TTCF,S,CBOE,3178
2021/01/11,TTD,TTD,S,CBOE,1250
2021/01/11,TTM,TTM,S,CBOE,1452
2021/01/11,TTWO,TTWO,S,CBOE,540
2021/01/11,TUFN,TUFN,S,CBOE,41
2021/01/11,TUP,TUP,S,CBOE,69
2021/01/11,TUR,TUR,S,CBOE,133
2021/01/11,TUSK,TUSK,S,CBOE,2
2021/01/11,TW,TW,S,CBOE,2
2021/01/11,TWLO,TWLO,S,CBOE,1236
2021/01/11,TWM,TWM,S,CBOE,93
2021/01/11,TWO,TWO,S,CBOE,61
2021/01/11,TWOU,TWOU,S,CBOE,96
2021/01/11,TWTR,TWTR,S,CBOE,52346
2021/01/11,TXMD,TXMD,S,CBOE,397
2021/01/11,TXN,TXN,S,CBOE,638
2021/01/11,TXRH,TXRH,S,CBOE,55
2021/01/11,TXT,TXT,S,CBOE,3
2021/01/11,TYL,TYL,S,CBOE,2
2021/01/11,TZA,TZA,S,CBOE,1873
2021/01/11,U,U,S,CBOE,1296
2021/01/11,UA,UA,S,CBOE,94
2021/01/11,UAA,UAA,S,CBOE,652
2021/01/11,UAL,UAL,S,CBOE,5516
2021/01/11,UAN1,UAN,S,CBOE,14
2021/01/11,UBER,UBER,S,CBOE,11210
2021/01/11,UBT,UBT,S,CBOE,8
2021/01/11,UCO,UCO,S,CBOE,426
2021/01/11,UCO1,UCO,S,CBOE,18
2021/01/11,UCTT,UCTT,S,CBOE,28
2021/01/11,UDN,UDN,S,CBOE,17
2021/01/11,UDOW,UDOW,S,CBOE,92
2021/01/11,UDR,UDR,S,CBOE,8
2021/01/11,UEC,UEC,S,CBOE,14
2021/01/11,UEPS,UEPS,S,CBOE,5
2021/01/11,UFS,UFS,S,CBOE,5
2021/01/11,UGA,UGA,S,CBOE,4
2021/01/11,UGI,UGI,S,CBOE,46
2021/01/11,UGL,UGL,S,CBOE,73
2021/01/11,UGP,UGP,S,CBOE,7
2021/01/11,UHS,UHS,S,CBOE,14
2021/01/11,UI,UI,S,CBOE,140
2021/01/11,UIS,UIS,S,CBOE,13
2021/01/11,UKXM,UKXM,I,CBOE,1
2021/01/11,UL,UL,S,CBOE,64
2021/01/11,ULTA,ULTA,S,CBOE,708
2021/01/11,UMC,UMC,S,CBOE,500
2021/01/11,UMPQ,UMPQ,S,CBOE,1
2021/01/11,UNFI,UNFI,S,CBOE,346
2021/01/11,UNG,UNG,S,CBOE,4312
2021/01/11,UNH,UNH,S,CBOE,1175
2021/01/11,UNIT,UNIT,S,CBOE,87
2021/01/11,UNM,UNM,S,CBOE,52
2021/01/11,UNP,UNP,S,CBOE,432
2021/01/11,UNVR,UNVR,S,CBOE,2
2021/01/11,UPLD,UPLD,S,CBOE,1
2021/01/11,UPRO,UPRO,S,CBOE,232
2021/01/11,UPS,UPS,S,CBOE,5819
2021/01/11,UPST,UPST,S,CBOE,480
2021/01/11,UPWK,UPWK,S,CBOE,1384
2021/01/11,URA,URA,S,CBOE,41
2021/01/11,URBN,URBN,S,CBOE,748
2021/01/11,URI,URI,S,CBOE,297
2021/01/11,URTY,URTY,S,CBOE,8
2021/01/11,USAC,USAC,S,CBOE,11
2021/01/11,USB,USB,S,CBOE,424
2021/01/11,USCR,USCR,S,CBOE,225
2021/01/11,USD,USD,S,CBOE,10
2021/01/11,USDU,USDU,S,CBOE,34
2021/01/11,USFD,USFD,S,CBOE,23
2021/01/11,USHY,USHY,S,CBOE,3
2021/01/11,USL,USL,S,CBOE,10
2021/01/11,USO,USO,S,CBOE,2091
2021/01/11,USO1,USO,S,CBOE,437
2021/01/11,UTHR,UTHR,S,CBOE,118
2021/01/11,UTSI,UTSI,S,CBOE,23
2021/01/11,UTSL,UTSL,S,CBOE,4
2021/01/11,UTZ,UTZ,S,CBOE,82
2021/01/11,UUP,UUP,S,CBOE,4110
2021/01/11,UUUU,UUUU,S,CBOE,109
2021/01/11,UVV,UVV,S,CBOE,83
2021/01/11,UVXY,UVXY,S,CBOE,35754
2021/01/11,UWM,UWM,S,CBOE,7
2021/01/11,UXIN,UXIN,S,CBOE,196
2021/01/11,UYG,UYG,S,CBOE,135
2021/01/11,UYM,UYM,S,CBOE,1
2021/01/11,V,V,S,CBOE,2411
2021/01/11,VAC,VAC,S,CBOE,56
2021/01/11,VALE,VALE,S,CBOE,10056
2021/01/11,VAPO,VAPO,S,CBOE,430
2021/01/11,VAW,VAW,S,CBOE,3
2021/01/11,VB,VB,S,CBOE,2
2021/01/11,VBIV,VBIV,S,CBOE,302
2021/01/11,VBK,VBK,S,CBOE,5
2021/01/11,VBR,VBR,S,CBOE,1
2021/01/11,VC,VC,S,CBOE,6
2021/01/11,VCEL,VCEL,S,CBOE,2
2021/01/11,VCLT,VCLT,S,CBOE,3
2021/01/11,VCR,VCR,S,CBOE,3
2021/01/11,VCRA,VCRA,S,CBOE,300
2021/01/11,VCYT,VCYT,S,CBOE,45
2021/01/11,VDE,VDE,S,CBOE,44
2021/01/11,VEA,VEA,S,CBOE,6
2021/01/11,VECO,VECO,S,CBOE,18
2021/01/11,VEEV,VEEV,S,CBOE,262
2021/01/11,VEON,VEON,S,CBOE,75
2021/01/11,VER,VER,S,CBOE,113
2021/01/11,VER1,VER,S,CBOE,2
2021/01/11,VERI,VERI,S,CBOE,173
2021/01/11,VERU,VERU,S,CBOE,991
2021/01/11,VET,VET,S,CBOE,27
2021/01/11,VEU,VEU,S,CBOE,3
2021/01/11,VFC,VFC,S,CBOE,78
2021/01/11,VFC1,VFC,S,CBOE,1
2021/01/11,VFF,VFF,S,CBOE,2197
2021/01/11,VFH,VFH,S,CBOE,1
2021/01/11,VG,VG,S,CBOE,24
2021/01/11,VGAC,VGAC,S,CBOE,2854
2021/01/11,VGK,VGK,S,CBOE,71
2021/01/11,VGR,VGR,S,CBOE,48
2021/01/11,VGT,VGT,S,CBOE,274
2021/01/11,VHC,VHC,S,CBOE,6
2021/01/11,VHT,VHT,S,CBOE,103
2021/01/11,VIAC,VIAC,S,CBOE,2619
2021/01/11,VIAC2,VIAC,S,CBOE,5
2021/01/11,VIAV,VIAV,S,CBOE,3
2021/01/11,VICI,VICI,S,CBOE,12
2021/01/11,VIG,VIG,S,CBOE,36
2021/01/11,VIPS,VIPS,S,CBOE,2051
2021/01/11,VIR,VIR,S,CBOE,57
2021/01/11,VIRT,VIRT,S,CBOE,85
2021/01/11,VIV,VIV,S,CBOE,2
2021/01/11,VIVO,VIVO,S,CBOE,35
2021/01/11,VIX,VIX,I,CBOE,305150
2021/01/11,VIXW,VIX,I,CBOE,15882
2021/01/11,VIXM,VIXM,S,CBOE,36
2021/01/11,VIXY,VIXY,S,CBOE,1425
2021/01/11,VKTX,VKTX,S,CBOE,79
2021/01/11,VLDR,VLDR,S,CBOE,712
2021/01/11,VLO,VLO,S,CBOE,608
2021/01/11,VLY,VLY,S,CBOE,90
2021/01/11,VMC,VMC,S,CBOE,112
2021/01/11,VMI,VMI,S,CBOE,16
2021/01/11,VMW,VMW,S,CBOE,212
2021/01/11,VNDA,VNDA,S,CBOE,20
2021/01/11,VNE,VNE,S,CBOE,2
2021/01/11,VNET,VNET,S,CBOE,136
2021/01/11,VNO,VNO,S,CBOE,358
2021/01/11,VNOM,VNOM,S,CBOE,54
2021/01/11,VNQ,VNQ,S,CBOE,452
2021/01/11,VNQI,VNQI,S,CBOE,9
2021/01/11,VNT,VNT,S,CBOE,1
2021/01/11,VNTR,VNTR,S,CBOE,30
2021/01/11,VO,VO,S,CBOE,30
2021/01/11,VOD,VOD,S,CBOE,70
2021/01/11,VOO,VOO,S,CBOE,239
2021/01/11,VOOG,VOOG,S,CBOE,20
2021/01/11,VOT,VOT,S,CBOE,9
2021/01/11,VOX,VOX,S,CBOE,22
2021/01/11,VOXX,VOXX,S,CBOE,52
2021/01/11,VOYA,VOYA,S,CBOE,26
2021/01/11,VPG,VPG,S,CBOE,3
2021/01/11,VRA,VRA,S,CBOE,63
2021/01/11,VRAY,VRAY,S,CBOE,27
2021/01/11,VRM,VRM,S,CBOE,1170
2021/01/11,VRNS,VRNS,S,CBOE,3
2021/01/11,VRNT,VRNT,S,CBOE,28
2021/01/11,VRRM,VRRM,S,CBOE,1
2021/01/11,VRSK,VRSK,S,CBOE,15
2021/01/11,VRSN,VRSN,S,CBOE,91
2021/01/11,VRT,VRT,S,CBOE,9
2021/01/11,VRTV,VRTV,S,CBOE,11
2021/01/11,VRTX,VRTX,S,CBOE,537
2021/01/11,VSAT,VSAT,S,CBOE,140
2021/01/11,VST,VST,S,CBOE,233
2021/01/11,VSTM,VSTM,S,CBOE,279
2021/01/11,VSTO,VSTO,S,CBOE,208
2021/01/11,VT,VT,S,CBOE,26
2021/01/11,VTI,VTI,S,CBOE,93
2021/01/11,VTNR,VTNR,S,CBOE,4
2021/01/11,VTR,VTR,S,CBOE,47
2021/01/11,VTRS,VTRS,S,CBOE,7136
2021/01/11,VTV,VTV,S,CBOE,1523
2021/01/11,VTWO,VTWO,S,CBOE,13
2021/01/11,VUG,VUG,S,CBOE,8
2021/01/11,VUZI,VUZI,S,CBOE,1177
2021/01/11,VV,VV,S,CBOE,3
2021/01/11,VVNT,VVNT,S,CBOE,22
2021/01/11,VVV,VVV,S,CBOE,3
2021/01/11,VWO,VWO,S,CBOE,106
2021/01/11,VXF,VXF,S,CBOE,1
2021/01/11,VXRT,VXRT,S,CBOE,658
2021/01/11,VXUS,VXUS,S,CBOE,5
2021/01/11,VXX,VXX,S,CBOE,30568
2021/01/11,VXZ,VXZ,S,CBOE,22
2021/01/11,VYM,VYM,S,CBOE,49
2021/01/11,VZ,VZ,S,CBOE,5201
2021/01/11,W,W,S,CBOE,818
2021/01/11,WAB,WAB,S,CBOE,23
2021/01/11,WAT,WAT,S,CBOE,201
2021/01/11,WATT,WATT,S,CBOE,2617
2021/01/11,WB,WB,S,CBOE,129
2021/01/11,WBA,WBA,S,CBOE,7314
2021/01/11,WBAI,WBAI,S,CBOE,440
2021/01/11,WCN,WCN,S,CBOE,2
2021/01/11,WD,WD,S,CBOE,3
2021/01/11,WDAY,WDAY,S,CBOE,475
2021/01/11,WDC,WDC,S,CBOE,1151
2021/01/11,WDR,WDR,S,CBOE,15
2021/01/11,WEAT,WEAT,S,CBOE,17
2021/01/11,WEC,WEC,S,CBOE,12
2021/01/11,WELL,WELL,S,CBOE,13
2021/01/11,WEN,WEN,S,CBOE,159
2021/01/11,WERN,WERN,S,CBOE,1
2021/01/11,WES,WES,S,CBOE,15
2021/01/11,WEX,WEX,S,CBOE,3
2021/01/11,WFC,WFC,S,CBOE,11605
2021/01/11,WGO,WGO,S,CBOE,730
2021/01/11,WH,WH,S,CBOE,2
2021/01/11,WHR,WHR,S,CBOE,82
2021/01/11,WIFI,WIFI,S,CBOE,5
2021/01/11,WING,WING,S,CBOE,55
2021/01/11,WISH,WISH,S,CBOE,2539
2021/01/11,WIT,WIT,S,CBOE,221
2021/01/11,WIX,WIX,S,CBOE,196
2021/01/11,WK,WK,S,CBOE,2
2021/01/11,WKHS,WKHS,S,CBOE,8460
2021/01/11,WLK,WLK,S,CBOE,6
2021/01/11,WLKP,WLKP,S,CBOE,7
2021/01/11,WM,WM,S,CBOE,60
2021/01/11,WMB,WMB,S,CBOE,671
2021/01/11,WMC,WMC,S,CBOE,13
2021/01/11,WMG,WMG,S,CBOE,86
2021/01/11,WMS,WMS,S,CBOE,23
2021/01/11,WMT,WMT,S,CBOE,6325
2021/01/11,WNS,WNS,S,CBOE,16
2021/01/11,WOOD,WOOD,S,CBOE,5
2021/01/11,WOR,WOR,S,CBOE,1
2021/01/11,WORK,WORK,S,CBOE,996
2021/01/11,WPC,WPC,S,CBOE,43
2021/01/11,WPG,WPG,S,CBOE,7
2021/01/11,WPM,WPM,S,CBOE,350
2021/01/11,WPRT,WPRT,S,CBOE,253
2021/01/11,WRAP,WRAP,S,CBOE,352
2021/01/11,WRK,WRK,S,CBOE,119
2021/01/11,WRLD,WRLD,S,CBOE,3
2021/01/11,WSC,WSC,S,CBOE,5
2021/01/11,WSFS,WSFS,S,CBOE,1
2021/01/11,WSM,WSM,S,CBOE,572
2021/01/11,WSO,WSO,S,CBOE,1
2021/01/11,WSR,WSR,S,CBOE,9
2021/01/11,WST,WST,S,CBOE,7
2021/01/11,WTFC,WTFC,S,CBOE,11
2021/01/11,WTI,WTI,S,CBOE,78
2021/01/11,WTRG,WTRG,S,CBOE,46
2021/01/11,WTRH,WTRH,S,CBOE,535
2021/01/11,WU,WU,S,CBOE,28
2021/01/11,WVE,WVE,S,CBOE,10
2021/01/11,WW,WW,S,CBOE,195
2021/01/11,WWD,WWD,S,CBOE,1
2021/01/11,WWE,WWE,S,CBOE,2
2021/01/11,WWR,WWR,S,CBOE,680
2021/01/11,WY,WY,S,CBOE,134
2021/01/11,WYND,WYND,S,CBOE,12
2021/01/11,WYNN,WYNN,S,CBOE,1642
2021/01/11,X,X,S,CBOE,7287
2021/01/11,XAN,XAN,S,CBOE,2
2021/01/11,XAR,XAR,S,CBOE,7
2021/01/11,XBI,XBI,S,CBOE,2605
2021/01/11,XBIT,XBIT,S,CBOE,2
2021/01/11,XEC,XEC,S,CBOE,415
2021/01/11,XEL,XEL,S,CBOE,12
2021/01/11,XEO,XEO,I,CBOE,165
2021/01/11,XERS,XERS,S,CBOE,77
2021/01/11,XHB,XHB,S,CBOE,179
2021/01/11,XL,XL,S,CBOE,1709
2021/01/11,XLB,XLB,S,CBOE,863
2021/01/11,XLC,XLC,S,CBOE,226
2021/01/11,XLE,XLE,S,CBOE,23129
2021/01/11,XLF,XLF,S,CBOE,10597
2021/01/11,XLI,XLI,S,CBOE,511
2021/01/11,XLK,XLK,S,CBOE,1755
2021/01/11,XLNX,XLNX,S,CBOE,145
2021/01/11,XLP,XLP,S,CBOE,530
2021/01/11,XLRE,XLRE,S,CBOE,46
2021/01/11,XLRN,XLRN,S,CBOE,2
2021/01/11,XLU,XLU,S,CBOE,2261
2021/01/11,XLV,XLV,S,CBOE,1463
2021/01/11,XLY,XLY,S,CBOE,673
2021/01/11,XME,XME,S,CBOE,3164
2021/01/11,XNCR,XNCR,S,CBOE,2
2021/01/11,XNET,XNET,S,CBOE,647
2021/01/11,XOM,XOM,S,CBOE,22068
2021/01/11,XONE,XONE,S,CBOE,184
2021/01/11,XOP,XOP,S,CBOE,6211
2021/01/11,XP,XP,S,CBOE,63
2021/01/11,XPER,XPER,S,CBOE,5
2021/01/11,XPEV,XPEV,S,CBOE,4482
2021/01/11,XPH,XPH,S,CBOE,14
2021/01/11,XPO,XPO,S,CBOE,62
2021/01/11,XPP,XPP,S,CBOE,2
2021/01/11,XRAY,XRAY,S,CBOE,31
2021/01/11,XRT,XRT,S,CBOE,703
2021/01/11,XRX,XRX,S,CBOE,23
2021/01/11,XSD,XSD,S,CBOE,5
2021/01/11,4XSP,XSP,I,CBOE,261
2021/01/11,XSP,XSP,I,CBOE,49435
2021/01/11,XSPA,XSPA,S,CBOE,200
2021/01/11,XT,XT,S,CBOE,15
2021/01/11,XXII,XXII,S,CBOE,539
2021/01/11,XYL,XYL,S,CBOE,13
2021/01/11,YANG,YANG,S,CBOE,532
2021/01/11,YCL,YCL,S,CBOE,3
2021/01/11,YCS,YCS,S,CBOE,41
2021/01/11,YELP,YELP,S,CBOE,138
2021/01/11,YETI,YETI,S,CBOE,312
2021/01/11,YEXT,YEXT,S,CBOE,65
2021/01/11,YINN,YINN,S,CBOE,59
2021/01/11,YMTX1,YMTX,S,CBOE,75
2021/01/11,YNDX,YNDX,S,CBOE,27
2021/01/11,YOLO,YOLO,S,CBOE,578
2021/01/11,YPF,YPF,S,CBOE,25
2021/01/11,YRCW,YRCW,S,CBOE,30
2021/01/11,YUM,YUM,S,CBOE,107
2021/01/11,YUMC,YUMC,S,CBOE,113
2021/01/11,YY,YY,S,CBOE,44
2021/01/11,Z,Z,S,CBOE,772
2021/01/11,ZAGG,ZAGG,S,CBOE,4
2021/01/11,ZBH,ZBH,S,CBOE,51
2021/01/11,ZBRA,ZBRA,S,CBOE,90
2021/01/11,ZDGE,ZDGE,S,CBOE,17
2021/01/11,ZEN,ZEN,S,CBOE,155
2021/01/11,ZG,ZG,S,CBOE,49
2021/01/11,ZGNX,ZGNX,S,CBOE,36
2021/01/11,ZI,ZI,S,CBOE,165
2021/01/11,ZION,ZION,S,CBOE,21
2021/01/11,ZIOP,ZIOP,S,CBOE,86
2021/01/11,ZIXI,ZIXI,S,CBOE,18
2021/01/11,ZLAB,ZLAB,S,CBOE,7
2021/01/11,ZM,ZM,S,CBOE,10666
2021/01/11,ZNGA,ZNGA,S,CBOE,2554
2021/01/11,ZNOG,ZNOG,S,CBOE,71
2021/01/11,ZROZ,ZROZ,S,CBOE,5
2021/01/11,ZS,ZS,S,CBOE,2129
2021/01/11,ZSL,ZSL,S,CBOE,1
2021/01/11,ZTO,ZTO,S,CBOE,32
2021/01/11,ZTS,ZTS,S,CBOE,314
2021/01/11,ZUMZ,ZUMZ,S,CBOE,26
2021/01/11,ZUO,ZUO,S,CBOE,272
2021/01/11,ZVO,ZVO,S,CBOE,20
2021/01/11,ZYME,ZYME,S,CBOE,111
2021/01/11,ZYNE,ZYNE,S,CBOE,20
2021/01/11,ZYXI,ZYXI,S,CBOE,100
2021/01/12,A,A,S,CBOE,64
2021/01/12,AA,AA,S,CBOE,1510
2021/01/12,AAIC,AAIC,S,CBOE,2
2021/01/12,AAL,AAL,S,CBOE,22597
2021/01/12,AAOI,AAOI,S,CBOE,664
2021/01/12,AAP,AAP,S,CBOE,468
2021/01/12,2AAPL,AAPL,S,CBOE,160
2021/01/12,AAPL,AAPL,S,CBOE,130928
2021/01/12,AAU,AAU,S,CBOE,167
2021/01/12,AAWW,AAWW,S,CBOE,105
2021/01/12,AAXJ,AAXJ,S,CBOE,18
2021/01/12,AAXN,AAXN,S,CBOE,494
2021/01/12,AB,AB,S,CBOE,259
2021/01/12,ABB,ABB,S,CBOE,68
2021/01/12,ABBV,ABBV,S,CBOE,5005
2021/01/12,ABBV1,ABBV,S,CBOE,2
2021/01/12,ABC,ABC,S,CBOE,38
2021/01/12,ABEO,ABEO,S,CBOE,39
2021/01/12,ABEV,ABEV,S,CBOE,28
2021/01/12,ABMD,ABMD,S,CBOE,149
2021/01/12,ABNB,ABNB,S,CBOE,10295
2021/01/12,ABR,ABR,S,CBOE,123
2021/01/12,ABT,ABT,S,CBOE,1527
2021/01/12,ABUS,ABUS,S,CBOE,420
2021/01/12,ACAD,ACAD,S,CBOE,52
2021/01/12,ACB,ACB,S,CBOE,6690
2021/01/12,ACB1,ACB,S,CBOE,24
2021/01/12,ACC,ACC,S,CBOE,14
2021/01/12,ACCD,ACCD,S,CBOE,23
2021/01/12,ACES,ACES,S,CBOE,46
2021/01/12,ACGL,ACGL,S,CBOE,16
2021/01/12,ACHC,ACHC,S,CBOE,12
2021/01/12,ACI,ACI,S,CBOE,2606
2021/01/12,ACIA,ACIA,S,CBOE,1790
2021/01/12,ACIW,ACIW,S,CBOE,16
2021/01/12,ACLS,ACLS,S,CBOE,13
2021/01/12,ACM,ACM,S,CBOE,17
2021/01/12,ACMR,ACMR,S,CBOE,18
2021/01/12,ACN,ACN,S,CBOE,1350
2021/01/12,ACOR1,ACOR,S,CBOE,36
2021/01/12,ACRX,ACRX,S,CBOE,2309
2021/01/12,ACTG,ACTG,S,CBOE,10
2021/01/12,ACWI,ACWI,S,CBOE,1200
2021/01/12,ADAP,ADAP,S,CBOE,1
2021/01/12,ADBE,ADBE,S,CBOE,4873
2021/01/12,ADC,ADC,S,CBOE,29
2021/01/12,ADCT,ADCT,S,CBOE,10
2021/01/12,ADI,ADI,S,CBOE,407
2021/01/12,ADM,ADM,S,CBOE,152
2021/01/12,ADMA,ADMA,S,CBOE,17
2021/01/12,ADMP,ADMP,S,CBOE,513
2021/01/12,ADNT,ADNT,S,CBOE,11
2021/01/12,ADP,ADP,S,CBOE,89
2021/01/12,ADPT,ADPT,S,CBOE,2
2021/01/12,ADS,ADS,S,CBOE,53
2021/01/12,ADSK,ADSK,S,CBOE,1073
2021/01/12,ADT,ADT,S,CBOE,410
2021/01/12,ADTN,ADTN,S,CBOE,9
2021/01/12,ADUS,ADUS,S,CBOE,1
2021/01/12,AEG,AEG,S,CBOE,126
2021/01/12,AEIS,AEIS,S,CBOE,11
2021/01/12,AEM,AEM,S,CBOE,109
2021/01/12,AEO,AEO,S,CBOE,623
2021/01/12,AEP,AEP,S,CBOE,174
2021/01/12,AER,AER,S,CBOE,88
2021/01/12,AES,AES,S,CBOE,49
2021/01/12,AEZS,AEZS,S,CBOE,100
2021/01/12,AFI,AFI,S,CBOE,1
2021/01/12,AFL,AFL,S,CBOE,1635
2021/01/12,AFMD,AFMD,S,CBOE,42
2021/01/12,AG,AG,S,CBOE,2181
2021/01/12,AGEN,AGEN,S,CBOE,33
2021/01/12,AGFS,AGFS,S,CBOE,7
2021/01/12,AGG,AGG,S,CBOE,89
2021/01/12,AGI,AGI,S,CBOE,339
2021/01/12,AGIO,AGIO,S,CBOE,12
2021/01/12,AGLE,AGLE,S,CBOE,6
2021/01/12,AGM,AGM,S,CBOE,4
2021/01/12,AGNC,AGNC,S,CBOE,61
2021/01/12,AGO,AGO,S,CBOE,11
2021/01/12,AGQ,AGQ,S,CBOE,152
2021/01/12,AGRX,AGRX,S,CBOE,7
2021/01/12,AGS,AGS,S,CBOE,60
2021/01/12,AHCO,AHCO,S,CBOE,6
2021/01/12,AHT,AHT,S,CBOE,236
2021/01/12,AI,AI,S,CBOE,1693
2021/01/12,AIG,AIG,S,CBOE,760
2021/01/12,AINV,AINV,S,CBOE,48
2021/01/12,AIR,AIR,S,CBOE,2
2021/01/12,AIV,AIV,S,CBOE,195
2021/01/12,AIZ,AIZ,S,CBOE,11
2021/01/12,AJG,AJG,S,CBOE,31
2021/01/12,AJRD,AJRD,S,CBOE,73
2021/01/12,AKAM,AKAM,S,CBOE,424
2021/01/12,AKBA,AKBA,S,CBOE,177
2021/01/12,AKRO,AKRO,S,CBOE,36
2021/01/12,AL,AL,S,CBOE,103
2021/01/12,ALB,ALB,S,CBOE,356
2021/01/12,ALC,ALC,S,CBOE,2
2021/01/12,ALDX,ALDX,S,CBOE,64
2021/01/12,ALEC,ALEC,S,CBOE,47
2021/01/12,ALGN,ALGN,S,CBOE,179
2021/01/12,ALK,ALK,S,CBOE,204
2021/01/12,ALKS,ALKS,S,CBOE,145
2021/01/12,ALL,ALL,S,CBOE,63
2021/01/12,ALLE,ALLE,S,CBOE,2
2021/01/12,ALLT,ALLT,S,CBOE,51
2021/01/12,ALLY,ALLY,S,CBOE,251
2021/01/12,ALNY,ALNY,S,CBOE,410
2021/01/12,ALRM,ALRM,S,CBOE,22
2021/01/12,ALSK,ALSK,S,CBOE,1
2021/01/12,ALT,ALT,S,CBOE,59
2021/01/12,ALV,ALV,S,CBOE,2
2021/01/12,ALXN,ALXN,S,CBOE,46
2021/01/12,AM,AM,S,CBOE,175
2021/01/12,AMAT,AMAT,S,CBOE,10578
2021/01/12,AMBA,AMBA,S,CBOE,543
2021/01/12,AMC,AMC,S,CBOE,8432
2021/01/12,AMCR,AMCR,S,CBOE,3
2021/01/12,AMCX,AMCX,S,CBOE,523
2021/01/12,AMD,AMD,S,CBOE,53026
2021/01/12,AMED,AMED,S,CBOE,5
2021/01/12,AMG,AMG,S,CBOE,1
2021/01/12,AMGN,AMGN,S,CBOE,1280
2021/01/12,AMJ,AMJ,S,CBOE,16
2021/01/12,AMKR,AMKR,S,CBOE,36
2021/01/12,AMLP,AMLP,S,CBOE,448
2021/01/12,AMLP1,AMLP,S,CBOE,15
2021/01/12,AMN,AMN,S,CBOE,12
2021/01/12,AMP,AMP,S,CBOE,23
2021/01/12,AMPE,AMPE,S,CBOE,414
2021/01/12,AMPY,AMPY,S,CBOE,211
2021/01/12,AMRC,AMRC,S,CBOE,22
2021/01/12,AMRN,AMRN,S,CBOE,2007
2021/01/12,AMRS,AMRS,S,CBOE,1213
2021/01/12,AMRX,AMRX,S,CBOE,53
2021/01/12,AMSC,AMSC,S,CBOE,123
2021/01/12,AMT,AMT,S,CBOE,557
2021/01/12,AMWD,AMWD,S,CBOE,18
2021/01/12,AMWL,AMWL,S,CBOE,338
2021/01/12,2AMX,AMX,S,CBOE,2000
2021/01/12,AMX,AMX,S,CBOE,233
2021/01/12,AMZN,AMZN,S,CBOE,35122
2021/01/12,AN,AN,S,CBOE,168
2021/01/12,ANDE,ANDE,S,CBOE,633
2021/01/12,ANET,ANET,S,CBOE,397
2021/01/12,ANF,ANF,S,CBOE,210
2021/01/12,ANGI,ANGI,S,CBOE,92
2021/01/12,ANGL,ANGL,S,CBOE,2
2021/01/12,ANSS,ANSS,S,CBOE,9
